gene,cell_line,guide_id,n_cells_post_qc,deg_count,top_program,data_source,license
BRAF,K562,sgBRAF_0029,141,171,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0030,180,290,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0031,148,31,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0032,172,225,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0033,80,246,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0034,158,96,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0035,152,196,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0036,104,188,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0037,96,237,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0038,128,303,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0039,161,196,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0040,152,130,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0041,139,135,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0042,104,268,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0043,98,259,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0044,77,165,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0045,136,338,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0046,86,343,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0047,128,396,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0048,111,181,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0049,129,136,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0050,123,215,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0051,158,247,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0052,83,118,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0053,92,60,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0054,57,385,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0055,95,320,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0056,98,189,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0057,70,319,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0058,108,351,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0059,99,321,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0060,163,103,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0061,133,139,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0062,86,229,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0063,144,326,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0064,110,298,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0065,136,219,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0066,92,223,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0067,223,146,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0068,114,149,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0069,160,362,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0070,159,376,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0071,117,352,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0072,95,342,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0073,163,170,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0074,147,133,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0075,78,108,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0076,86,128,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0077,116,357,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0078,111,151,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0079,139,198,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0080,122,250,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0081,132,163,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0082,112,292,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0083,108,199,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0084,128,251,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0085,109,263,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0086,119,113,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0087,138,149,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0088,211,241,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0089,111,286,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0090,163,339,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0091,128,304,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0092,140,226,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0093,74,221,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0094,50,148,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0095,160,233,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0096,118,149,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0097,94,164,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0098,77,37,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0099,150,351,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0100,100,280,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0101,82,246,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0102,78,291,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0103,121,116,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0104,136,350,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0105,119,215,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0106,119,228,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0107,157,322,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0108,56,315,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0109,113,352,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0110,133,295,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0111,104,111,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0112,126,295,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0113,141,281,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0114,126,276,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0115,94,207,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0116,72,214,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0117,110,222,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0118,150,223,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0119,50,328,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0120,124,280,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0121,95,284,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0122,165,88,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0123,156,143,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0124,96,218,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0125,182,73,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0126,100,221,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0127,139,209,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0128,132,135,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0129,142,303,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0130,86,155,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0131,131,245,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0132,135,120,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0133,107,179,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0134,160,211,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0135,104,145,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0136,119,314,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0137,72,228,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0138,134,379,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0139,140,328,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0140,120,106,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0141,76,160,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0142,123,195,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0143,105,364,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0144,50,134,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0145,191,243,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0146,99,128,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0147,143,275,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0148,144,114,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0149,123,200,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0150,132,88,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0151,137,342,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0152,78,289,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0153,170,290,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0154,118,229,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0155,103,237,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0156,88,223,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0157,94,102,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0158,165,69,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0159,174,43,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0160,148,234,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0161,70,178,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0162,88,142,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0163,146,124,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0164,61,310,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0165,131,219,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0166,111,276,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0167,131,210,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0168,101,307,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0169,164,257,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0170,211,238,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0171,125,343,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0172,128,241,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0173,109,259,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0174,68,160,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0175,87,42,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0176,153,193,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0177,93,250,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0178,82,292,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0179,162,103,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0180,156,236,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0181,154,236,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0182,94,90,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0183,86,179,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0184,152,271,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0185,129,339,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0186,64,124,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0187,85,225,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0188,69,172,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0189,161,301,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0190,167,174,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0191,88,242,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0192,92,213,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0193,116,264,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0194,164,333,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0195,148,204,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0196,140,190,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0197,92,97,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0198,102,261,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0199,141,224,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0200,138,175,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0201,171,233,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0202,110,275,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0203,116,249,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0204,165,156,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0205,112,208,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0206,122,376,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0207,148,329,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0208,50,264,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0209,130,268,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0210,122,171,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0211,143,209,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0212,121,176,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0213,115,267,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0214,146,222,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0215,124,208,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0216,148,189,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0217,112,233,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0218,108,248,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0219,171,224,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0220,166,300,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0221,127,281,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0222,165,157,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0223,143,326,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0224,99,334,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0225,142,161,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0226,136,111,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0227,85,104,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0228,129,194,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0229,98,181,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0230,118,196,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0231,106,236,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0232,92,179,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0233,156,250,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0234,66,347,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
BRAF,K562,sgBRAF_0235,95,356,MAPK_signaling,Replogle_2022_GSE161462_simulation,CC_BY_4.0
